query_system,mean_success,n_proper_ligands,best_similarity,density,mean_similarity_above_threshold,visualisation_similarity,density_group,similarity_metric,similarity_column,threshold,mean_success_percent
7gnc__1__1.A_1.B__1.E_1.J,1.0,1,100.0,889,96.4769403824522,96.4769403824522,High density,Protein structure,protein_lddt_max,70,100.0
7gnd__1__1.A_1.B__1.E_1.J,1.0,1,100.0,889,96.5793025871766,96.5793025871766,High density,Protein structure,protein_lddt_max,70,100.0
7gnf__1__1.A_1.B__1.P_1.R,1.0,1,100.0,889,96.51518560179977,96.51518560179977,High density,Protein structure,protein_lddt_max,70,100.0
7gng__1__1.A_1.B__1.Q,1.0,1,100.0,889,96.51068616422947,96.51068616422947,High density,Protein structure,protein_lddt_max,70,100.0
7gnh__1__1.A_1.B__1.M,0.25,1,100.0,889,96.68953880764904,96.68953880764904,High density,Protein structure,protein_lddt_max,70,25.0
7gnk__1__1.A_1.B__1.T,1.0,1,100.0,889,96.570303712036,96.570303712036,High density,Protein structure,protein_lddt_max,70,100.0
7gnl__1__1.A_1.B__1.N,0.0,1,99.0,889,96.13498312710911,96.13498312710911,High density,Protein structure,protein_lddt_max,70,0.0
7gnm__1__1.A_1.B__1.S,0.0,1,100.0,889,96.392575928009,96.392575928009,High density,Protein structure,protein_lddt_max,70,0.0
7gnn__1__1.A_1.B__1.I,0.5,1,100.0,889,96.53543307086615,96.53543307086615,High density,Protein structure,protein_lddt_max,70,50.0
7gno__1__1.A_1.B__1.P_1.S,0.0,1,100.0,889,96.44319460067491,96.44319460067491,High density,Protein structure,protein_lddt_max,70,0.0
7gnp__1__1.A_1.B__1.H_1.J,0.75,1,100.0,889,96.48818897637796,96.48818897637796,High density,Protein structure,protein_lddt_max,70,75.0
7gnq__1__1.A_1.B__1.G_1.I_1.L,0.5,1,99.0,889,95.98987626546682,95.98987626546682,High density,Protein structure,protein_lddt_max,70,50.0
7gnr__1__1.A_1.B__1.E_1.J,1.0,1,100.0,889,96.50506186726659,96.50506186726659,High density,Protein structure,protein_lddt_max,70,100.0
7gns__1__1.A_1.B__1.H_1.J,1.0,1,100.0,889,96.55230596175478,96.55230596175478,High density,Protein structure,protein_lddt_max,70,100.0
7gnt__1__1.A_1.B__1.N_1.O,1.0,1,100.0,889,96.53543307086615,96.53543307086615,High density,Protein structure,protein_lddt_max,70,100.0
7gnu__1__1.A_1.B__1.O_1.Q,0.75,1,99.0,889,96.50843644544432,96.50843644544432,High density,Protein structure,protein_lddt_max,70,75.0
7grr__1__1.A__1.D,0.0,1,100.0,889,96.36220472440945,96.36220472440945,High density,Protein structure,protein_lddt_max,70,0.0
7grs__1__1.B__1.Q,0.0,1,99.0,889,95.21934758155231,95.21934758155231,High density,Protein structure,protein_lddt_max,70,0.0
7grt__1__1.A__1.C_1.E_1.I,0.0,1,100.0,889,95.85151856017998,95.85151856017998,High density,Protein structure,protein_lddt_max,70,0.0
7grw__1__1.B__1.M_1.N,0.0,1,99.0,889,96.49718785151856,96.49718785151856,High density,Protein structure,protein_lddt_max,70,0.0
7gs0__1__1.A_1.B__1.D,0.0,1,99.0,889,96.18897637795276,96.18897637795276,High density,Protein structure,protein_lddt_max,70,0.0
7h1j__1__1.B__1.E,0.0,1,99.0,42,92.26190476190476,92.26190476190476,Low density,Protein structure,protein_lddt_max,70,0.0
7jhq__1__2.D__2.Q,0.25,1,100.0,407,93.7985257985258,93.7985257985258,High density,Protein structure,protein_lddt_max,70,25.0
7jni__1__1.A__1.C,0.0,1,95.0,438,83.43150684931507,83.43150684931507,High density,Protein structure,protein_lddt_max,70,0.0
7jyd__1__1.A__1.C,0.25,1,94.0,197,72.8527918781726,72.8527918781726,Low density,Protein structure,protein_lddt_max,70,25.0
7k4g__1__1.B__1.J_1.K_1.L,1.0,1,100.0,521,91.27063339731286,91.27063339731286,High density,Protein structure,protein_lddt_max,70,100.0
7k4i__1__1.B__1.J_1.K_1.L,1.0,1,100.0,521,91.63339731285988,91.63339731285988,High density,Protein structure,protein_lddt_max,70,100.0
7k4j__1__1.E__1.S_1.T_1.U,1.0,1,100.0,521,91.12859884836853,91.12859884836853,High density,Protein structure,protein_lddt_max,70,100.0
7k5v__1__1.A__1.C,0.0,1,100.0,406,93.94581280788178,93.94581280788178,High density,Protein structure,protein_lddt_max,70,0.0
7kbj__1__1.B_1.C__1.L_1.M_1.O,0.0,1,100.0,219,80.50228310502283,80.50228310502283,Low density,Protein structure,protein_lddt_max,70,0.0
7kbr__1__1.B_1.C__1.EA_1.IA_1.N,0.25,1,100.0,219,80.6027397260274,80.6027397260274,Low density,Protein structure,protein_lddt_max,70,25.0
7kh4__1__1.A_1.F__1.G_1.W,1.0,1,100.0,227,77.72246696035242,77.72246696035242,Low density,Protein structure,protein_lddt_max,70,100.0
7kkh__1__1.A_1.B__1.D,0.75,1,97.0,2685,78.43985102420856,78.43985102420856,High density,Protein structure,protein_lddt_max,70,75.0
7knr__1__1.A__1.B_1.C_1.D,0.25,1,100.0,342,95.63450292397661,95.63450292397661,High density,Protein structure,protein_lddt_max,70,25.0
7ko6__1__1.A__1.D,0.75,1,96.0,9,91.88888888888889,91.88888888888889,Low density,Protein structure,protein_lddt_max,70,75.0
7kop__1__1.A__1.B_1.C_1.D,0.25,1,99.0,341,94.6099706744868,94.6099706744868,High density,Protein structure,protein_lddt_max,70,25.0
7kxz__1__1.A__1.C,0.75,1,98.0,2351,76.95916631220757,76.95916631220757,High density,Protein structure,protein_lddt_max,70,75.0
7l00__1__1.B__1.J_1.K_1.L,1.0,1,90.0,66,79.3030303030303,79.3030303030303,Low density,Protein structure,protein_lddt_max,70,100.0
7l1j__1__1.A_1.B__1.E_1.G,1.0,1,100.0,116,98.89655172413794,98.89655172413794,Low density,Protein structure,protein_lddt_max,70,100.0
7l1p__1__1.A_1.B__1.C,0.5,1,99.0,389,90.11825192802057,90.11825192802057,High density,Protein structure,protein_lddt_max,70,50.0
7l2y__1__1.A_2.A__1.J,1.0,1,99.0,389,90.26735218508998,90.26735218508998,High density,Protein structure,protein_lddt_max,70,100.0
7l8o__1__1.A__1.G_1.H,0.5,1,100.0,406,93.83990147783251,93.83990147783251,High density,Protein structure,protein_lddt_max,70,50.0
7l91__1__3.A__3.B_3.C_3.D,0.75,1,99.0,123,96.33333333333333,96.33333333333333,Low density,Protein structure,protein_lddt_max,70,75.0
7l9g__1__1.A__1.B_1.D,0.75,1,100.0,1610,82.8832298136646,82.8832298136646,High density,Protein structure,protein_lddt_max,70,75.0
7lbv__1__1.A__1.B,1.0,1,88.0,17,82.47058823529412,82.47058823529412,Low density,Protein structure,protein_lddt_max,70,100.0
7ldy__1__1.A_1.B__1.H,1.0,1,100.0,874,96.52974828375287,96.52974828375287,High density,Protein structure,protein_lddt_max,70,100.0
7le3__1__1.A_1.B__1.C,1.0,1,100.0,874,96.49771167048056,96.49771167048056,High density,Protein structure,protein_lddt_max,70,100.0
7le5__1__1.A_1.B__1.H,1.0,1,100.0,875,96.45028571428571,96.45028571428571,High density,Protein structure,protein_lddt_max,70,100.0
7le6__1__1.A_1.B__1.C,1.0,1,100.0,874,96.52974828375287,96.52974828375287,High density,Protein structure,protein_lddt_max,70,100.0
7lff__1__1.A__1.C_1.D,1.0,1,86.0,404,72.01980198019803,72.01980198019803,High density,Protein structure,protein_lddt_max,70,100.0
7lk0__1__1.A_2.A__1.D,1.0,1,100.0,558,78.18996415770609,78.18996415770609,High density,Protein structure,protein_lddt_max,70,100.0
7lm4__1__1.A__1.B_1.C_1.D,1.0,1,99.0,341,94.68035190615836,94.68035190615836,High density,Protein structure,protein_lddt_max,70,100.0
7lov__1__1.A__1.C_1.D_1.H,0.75,2,99.0,50,94.04,94.04,Low density,Protein structure,protein_lddt_max,70,75.0
7lp0__1__1.A__1.C,0.75,1,100.0,1671,81.54578096947935,81.54578096947935,High density,Protein structure,protein_lddt_max,70,75.0
7lpk__1__1.A__1.C,1.0,1,99.0,1670,79.87065868263473,79.87065868263473,High density,Protein structure,protein_lddt_max,70,100.0
7lpw__1__1.A_1.B__1.G,0.0,1,96.0,475,90.53263157894737,90.53263157894737,High density,Protein structure,protein_lddt_max,70,0.0
7lr9__1__1.A__1.C,0.5,1,100.0,600,86.165,86.165,High density,Protein structure,protein_lddt_max,70,50.0
7lrk__1__1.A__1.C,1.0,1,98.0,1672,79.68002392344498,79.68002392344498,High density,Protein structure,protein_lddt_max,70,100.0
7lro__1__1.A__1.D,1.0,1,98.0,1670,79.35928143712574,79.35928143712574,High density,Protein structure,protein_lddt_max,70,100.0
7ltx__1__1.A__1.E_1.F_1.G,0.625,2,99.0,4960,77.26854838709677,77.26854838709677,High density,Protein structure,protein_lddt_max,70,62.5
7ltz__1__1.A__1.B_1.C,1.0,1,100.0,2568,76.60786604361371,76.60786604361371,High density,Protein structure,protein_lddt_max,70,100.0
7lxr__1__1.A__1.E_1.F,0.25,1,85.0,357,74.38375350140056,74.38375350140056,High density,Protein structure,protein_lddt_max,70,25.0
7ly6__1__1.A_2.A__1.B_1.C_1.D,0.5,2,61.0,0,,61.0,No neighbours,Protein structure,protein_lddt_max,70,50.0
7lzr__1__1.A_1.B__1.H,1.0,1,99.0,113,95.28318584070796,95.28318584070796,Low density,Protein structure,protein_lddt_max,70,100.0
7m0n__1__1.B__1.J_1.M_1.N,0.0,1,100.0,343,93.7930029154519,93.7930029154519,High density,Protein structure,protein_lddt_max,70,0.0
7m9g__1__1.A_1.B__1.E,1.0,1,100.0,873,96.44329896907216,96.44329896907216,High density,Protein structure,protein_lddt_max,70,100.0
7m9h__1__1.A_1.B__1.E,1.0,1,100.0,873,96.41695303550974,96.41695303550974,High density,Protein structure,protein_lddt_max,70,100.0
7m9r__1__1.A_1.B__1.C,1.0,1,100.0,874,96.20137299771167,96.20137299771167,High density,Protein structure,protein_lddt_max,70,100.0
7m9t__1__1.A_1.B__1.D,1.0,1,100.0,873,96.4856815578465,96.4856815578465,High density,Protein structure,protein_lddt_max,70,100.0
7m9v__1__1.A_1.B__1.C,1.0,1,100.0,871,96.398392652124,96.398392652124,High density,Protein structure,protein_lddt_max,70,100.0
7m9x__1__1.A_1.B__1.C,1.0,1,100.0,878,96.29612756264237,96.29612756264237,High density,Protein structure,protein_lddt_max,70,100.0
7ma0__1__1.A_1.B__1.I,1.0,1,100.0,873,96.45933562428408,96.45933562428408,High density,Protein structure,protein_lddt_max,70,100.0
7ma1__1__1.A_1.B__1.M,1.0,1,100.0,876,96.24771689497717,96.24771689497717,High density,Protein structure,protein_lddt_max,70,100.0
7ma2__1__1.A_1.B__1.E,1.0,1,100.0,871,96.60505166475316,96.60505166475316,High density,Protein structure,protein_lddt_max,70,100.0
7ma3__1__1.A_1.B__1.E,1.0,1,100.0,872,96.52064220183486,96.52064220183486,High density,Protein structure,protein_lddt_max,70,100.0
7ma4__1__1.A_1.B__1.D,1.0,1,100.0,873,95.98739977090493,95.98739977090493,High density,Protein structure,protein_lddt_max,70,100.0
7ma5__1__1.A_1.B__1.G,1.0,1,100.0,870,96.45402298850574,96.45402298850574,High density,Protein structure,protein_lddt_max,70,100.0
7ma7__1__1.A_1.B__1.E,1.0,1,100.0,871,96.59242250287026,96.59242250287026,High density,Protein structure,protein_lddt_max,70,100.0
7ma8__1__1.A_1.B__1.E,1.0,1,100.0,872,96.00344036697248,96.00344036697248,High density,Protein structure,protein_lddt_max,70,100.0
7maq__1__1.A_1.B__1.C,1.0,1,100.0,870,95.79655172413793,95.79655172413793,High density,Protein structure,protein_lddt_max,70,100.0
7mcj__1__1.A__1.C_1.D,0.0,1,98.0,20,88.65,88.65,Low density,Protein structure,protein_lddt_max,70,0.0
7mdp__1__1.A__1.D,0.0,1,97.0,2006,83.45613160518445,83.45613160518445,High density,Protein structure,protein_lddt_max,70,0.0
7mgj__1__1.A__1.E,1.0,1,94.0,2165,72.24803695150115,72.24803695150115,High density,Protein structure,protein_lddt_max,70,100.0
7mgk__1__1.A__1.E,1.0,1,95.0,2175,72.3664367816092,72.3664367816092,High density,Protein structure,protein_lddt_max,70,100.0
7mgt__1__1.A__1.B_1.C_1.D,1.0,1,99.0,13,85.76923076923077,85.76923076923077,Low density,Protein structure,protein_lddt_max,70,100.0
7mjd__1__1.B__1.S,0.0,1,98.0,1576,84.11294416243655,84.11294416243655,High density,Protein structure,protein_lddt_max,70,0.0
7mkx__1__1.A__1.E,0.75,1,98.0,1234,79.18395461912479,79.18395461912479,High density,Protein structure,protein_lddt_max,70,75.0
7mlo__1__1.A__1.C,0.75,1,99.0,372,83.21236559139786,83.21236559139786,High density,Protein structure,protein_lddt_max,70,75.0
7mlp__1__1.A__1.B,0.75,1,99.0,374,83.28877005347593,83.28877005347593,High density,Protein structure,protein_lddt_max,70,75.0
7mlt__1__1.A__1.W,0.5,1,100.0,372,82.61827956989248,82.61827956989248,High density,Protein structure,protein_lddt_max,70,50.0
7mmr__1__1.A_1.E__1.BA_1.CA_1.K,1.0,1,98.0,18,83.0,83.0,Low density,Protein structure,protein_lddt_max,70,100.0
7mnw__1__1.A__1.I_1.J,1.0,1,97.0,1821,77.47775947281713,77.47775947281713,High density,Protein structure,protein_lddt_max,70,100.0
7msk__1__1.A__1.C_1.D,0.75,1,51.0,0,,51.0,No neighbours,Protein structure,protein_lddt_max,70,75.0
7mwn__1__1.A_1.B__1.C,0.25,1,98.0,140,88.31428571428572,88.31428571428572,Low density,Protein structure,protein_lddt_max,70,25.0
7mwt__1__1.A__1.B_1.C,0.875,2,97.0,380,85.66842105263157,85.66842105263157,High density,Protein structure,protein_lddt_max,70,87.5
7mwu__1__1.A__1.B_1.C,0.875,2,97.0,380,85.95263157894736,85.95263157894736,High density,Protein structure,protein_lddt_max,70,87.5
7mwv__1__1.A__1.B_1.C,1.0,2,97.0,380,86.0,86.0,High density,Protein structure,protein_lddt_max,70,100.0
7mxh__1__1.A__1.D,0.0,1,88.0,849,77.13074204946996,77.13074204946996,High density,Protein structure,protein_lddt_max,70,0.0
7mxk__1__1.A__1.B_1.C,0.0,1,79.0,4,77.75,77.75,Low density,Protein structure,protein_lddt_max,70,0.0
7mxn__1__1.A__1.C,0.75,1,99.0,86,97.1046511627907,97.1046511627907,Low density,Protein structure,protein_lddt_max,70,75.0
7my0__1__1.A__1.C_1.F_1.G,0.5,1,89.0,62,81.1774193548387,81.1774193548387,Low density,Protein structure,protein_lddt_max,70,50.0
7myd__1__1.A__1.C_1.G,1.0,1,100.0,190,96.01052631578948,96.01052631578948,Low density,Protein structure,protein_lddt_max,70,100.0
7n1r__1__1.A__1.P_1.Q_1.R,1.0,1,99.0,270,81.35555555555555,81.35555555555555,Low density,Protein structure,protein_lddt_max,70,100.0
7n4w__1__1.A__1.D,0.25,1,93.0,30,89.26666666666667,89.26666666666667,Low density,Protein structure,protein_lddt_max,70,25.0
7n4z__1__1.A__1.F,0.0,1,93.0,30,89.73333333333333,89.73333333333333,Low density,Protein structure,protein_lddt_max,70,0.0
7n53__1__1.A__1.D,0.0,1,94.0,30,90.73333333333333,90.73333333333333,Low density,Protein structure,protein_lddt_max,70,0.0
7n54__1__1.B__1.H,0.75,1,98.0,30,93.06666666666666,93.06666666666666,Low density,Protein structure,protein_lddt_max,70,75.0
7n8w__1__1.A_1.B__1.C_1.E,0.0,1,79.0,9,75.88888888888889,75.88888888888889,Low density,Protein structure,protein_lddt_max,70,0.0
7n9d__1__1.A__1.D,0.5,1,72.0,4,71.0,71.0,Low density,Protein structure,protein_lddt_max,70,50.0
7n9g__1__1.A__1.E_1.F,1.0,1,97.0,2544,79.82665094339623,79.82665094339623,High density,Protein structure,protein_lddt_max,70,100.0
7nag__1__1.A__1.C,0.0,1,100.0,50,86.56,86.56,Low density,Protein structure,protein_lddt_max,70,0.0
7nah__1__1.A__1.C,0.0,1,100.0,50,86.56,86.56,Low density,Protein structure,protein_lddt_max,70,0.0
7nai__1__1.A__1.C,0.0,1,100.0,50,86.72,86.72,Low density,Protein structure,protein_lddt_max,70,0.0
7nb3__1__1.A__1.C,0.0,1,99.0,45,95.24444444444444,95.24444444444444,Low density,Protein structure,protein_lddt_max,70,0.0
7nb7__1__1.A__1.E,0.75,1,99.0,228,92.19736842105263,92.19736842105263,Low density,Protein structure,protein_lddt_max,70,75.0
7nbt__1__1.A_2.A__1.C,1.0,1,100.0,889,96.24521934758155,96.24521934758155,High density,Protein structure,protein_lddt_max,70,100.0
7nbw__1__1.A_2.A__1.B,0.75,1,93.0,25,89.8,89.8,Low density,Protein structure,protein_lddt_max,70,75.0
7ng1__1__2.A__2.C_2.D,0.0,1,100.0,490,70.73673469387755,70.73673469387755,High density,Protein structure,protein_lddt_max,70,0.0
7ngd__1__1.A__1.B,0.75,1,100.0,147,98.89115646258503,98.89115646258503,Low density,Protein structure,protein_lddt_max,70,75.0
7ngg__1__2.A__2.B,1.0,1,100.0,147,98.27891156462584,98.27891156462584,Low density,Protein structure,protein_lddt_max,70,100.0
7ngi__1__2.A__2.C,0.0,1,100.0,147,98.8843537414966,98.8843537414966,Low density,Protein structure,protein_lddt_max,70,0.0
7ngj__1__1.A__1.B,0.5,1,100.0,147,98.8639455782313,98.8639455782313,Low density,Protein structure,protein_lddt_max,70,50.0
7ngk__1__2.A__2.C,0.0,1,100.0,147,98.8639455782313,98.8639455782313,Low density,Protein structure,protein_lddt_max,70,0.0
7ngm__1__2.A__2.B,0.75,1,100.0,147,98.99319727891157,98.99319727891157,Low density,Protein structure,protein_lddt_max,70,75.0
7ngs__1__1.A__1.B,0.75,1,100.0,147,98.72789115646259,98.72789115646259,Low density,Protein structure,protein_lddt_max,70,75.0
7ngw__1__2.A__2.B,1.0,1,100.0,147,98.81632653061224,98.81632653061224,Low density,Protein structure,protein_lddt_max,70,100.0
7ngx__1__1.A__1.B,0.25,1,100.0,147,97.52380952380952,97.52380952380952,Low density,Protein structure,protein_lddt_max,70,25.0
7ngy__1__2.A__2.B,0.5,1,100.0,147,98.76190476190476,98.76190476190476,Low density,Protein structure,protein_lddt_max,70,50.0
7nlk__1__1.A__1.C_1.E,0.5,1,99.0,235,73.35744680851064,73.35744680851064,Low density,Protein structure,protein_lddt_max,70,50.0
7nlm__1__1.A__1.B_1.C,0.0,1,100.0,92,72.16304347826087,72.16304347826087,Low density,Protein structure,protein_lddt_max,70,0.0
7nlv__1__1.A_1.C__1.G,1.0,1,100.0,1144,91.68793706293707,91.68793706293707,High density,Protein structure,protein_lddt_max,70,100.0
7nqw__1__1.A__1.D_1.E_1.F,0.5,1,99.0,871,79.97244546498278,79.97244546498278,High density,Protein structure,protein_lddt_max,70,50.0
7nr5__1__1.A__1.F,0.75,1,99.0,871,79.84500574052812,79.84500574052812,High density,Protein structure,protein_lddt_max,70,75.0
7nr6__1__1.B__1.H,1.0,1,100.0,34,89.44117647058823,89.44117647058823,Low density,Protein structure,protein_lddt_max,70,100.0
7nr8__1__1.A__1.F_1.I,0.5,1,99.0,872,80.00114678899082,80.00114678899082,High density,Protein structure,protein_lddt_max,70,50.0
7ntb__1__1.A__1.B_1.C,0.75,1,100.0,1292,94.46671826625386,94.46671826625386,High density,Protein structure,protein_lddt_max,70,75.0
7ntz__1__1.A__1.B,1.0,1,95.0,66,83.77272727272727,83.77272727272727,Low density,Protein structure,protein_lddt_max,70,100.0
7nu0__1__1.A__1.C_1.D_1.E,0.875,2,93.0,132,82.5909090909091,82.5909090909091,Low density,Protein structure,protein_lddt_max,70,87.5
7nud__1__1.B__1.D,0.0,1,99.0,419,81.5871121718377,81.5871121718377,High density,Protein structure,protein_lddt_max,70,0.0
7nue__1__1.A__1.C,0.0,1,99.0,419,80.91408114558473,80.91408114558473,High density,Protein structure,protein_lddt_max,70,0.0
7nwa__1__1.A_1.B__1.E,0.75,1,98.0,95,90.3578947368421,90.3578947368421,Low density,Protein structure,protein_lddt_max,70,75.0
7nwc__1__1.A_1.B__1.G,0.0,1,98.0,95,89.87368421052632,89.87368421052632,Low density,Protein structure,protein_lddt_max,70,0.0
7nxu__1__1.A__1.B_1.C_1.D,0.0,1,87.0,57,84.64912280701755,84.64912280701755,Low density,Protein structure,protein_lddt_max,70,0.0
7nya__1__1.A_1.B__1.F,0.0,1,98.0,95,90.14736842105263,90.14736842105263,Low density,Protein structure,protein_lddt_max,70,0.0
7nzn__1__1.A_2.A__1.B,0.0,1,98.0,2438,77.12428219852337,77.12428219852337,High density,Protein structure,protein_lddt_max,70,0.0
7nzy__1__1.A__1.E,0.75,1,98.0,146,92.24657534246575,92.24657534246575,Low density,Protein structure,protein_lddt_max,70,75.0
7o1b__1__1.A__1.E,0.0,1,93.0,11,90.72727272727273,90.72727272727273,Low density,Protein structure,protein_lddt_max,70,0.0
7o2t__1__1.A_2.A__1.B,0.0,1,98.0,25,92.96,92.96,Low density,Protein structure,protein_lddt_max,70,0.0
7o46__1__1.A_2.A__1.B,1.0,1,99.0,889,96.822272215973,96.822272215973,High density,Protein structure,protein_lddt_max,70,100.0
7o6x__1__1.A__1.E,1.0,1,99.0,426,95.61032863849765,95.61032863849765,High density,Protein structure,protein_lddt_max,70,100.0
7o7j__1__1.A__1.B,0.0,1,86.0,206,72.32038834951456,72.32038834951456,Low density,Protein structure,protein_lddt_max,70,0.0
7o7k__1__1.A__1.E,0.5,1,97.0,337,84.4272997032641,84.4272997032641,High density,Protein structure,protein_lddt_max,70,50.0
7o9i__1__1.A__1.B,0.0,1,80.0,92,73.1304347826087,73.1304347826087,Low density,Protein structure,protein_lddt_max,70,0.0
7oa1__1__1.A__1.D_1.H,1.0,1,100.0,990,71.47272727272727,71.47272727272727,High density,Protein structure,protein_lddt_max,70,100.0
7oa4__1__1.A__1.E_1.F_1.H_1.I,0.0,1,100.0,14,94.92857142857143,94.92857142857143,Low density,Protein structure,protein_lddt_max,70,0.0
7oat__1__1.B__1.F_1.G,1.0,1,94.0,831,80.12274368231047,80.12274368231047,High density,Protein structure,protein_lddt_max,70,100.0
7oed__1__1.A__1.C,0.5,1,99.0,31,97.58064516129032,97.58064516129032,Low density,Protein structure,protein_lddt_max,70,50.0
7of8__1__1.A__1.B,0.0,1,100.0,117,97.11965811965813,97.11965811965813,Low density,Protein structure,protein_lddt_max,70,0.0
7ofa__1__1.A__1.B_1.C,0.5,1,100.0,117,97.00854700854701,97.00854700854701,Low density,Protein structure,protein_lddt_max,70,50.0
7ohg__1__1.A__1.B_1.D_1.E_1.F,0.0,1,99.0,5,82.4,82.4,Low density,Protein structure,protein_lddt_max,70,0.0
7oj6__1__1.A_1.C__1.Y,0.0,1,96.0,84,88.35714285714286,88.35714285714286,Low density,Protein structure,protein_lddt_max,70,0.0
7ojo__1__1.A_1.B__1.E_1.F,0.75,2,99.0,856,96.34579439252336,96.34579439252336,High density,Protein structure,protein_lddt_max,70,75.0
7ojw__1__1.A_1.C__1.F,0.0,1,96.0,78,89.58974358974359,89.58974358974359,Low density,Protein structure,protein_lddt_max,70,0.0
7ojy__1__1.A_1.B__1.D,0.0,1,96.0,78,89.43589743589743,89.43589743589743,Low density,Protein structure,protein_lddt_max,70,0.0
7ok1__1__1.A_1.B__1.D,0.25,1,99.0,78,91.26923076923077,91.26923076923077,Low density,Protein structure,protein_lddt_max,70,25.0
7ok8__1__1.A__1.B_1.C_1.D,1.0,1,100.0,1293,94.76411446249033,94.76411446249033,High density,Protein structure,protein_lddt_max,70,100.0
7okc__1__1.A_2.A__2.B,0.0,1,99.0,78,91.58974358974359,91.58974358974359,Low density,Protein structure,protein_lddt_max,70,0.0
7oli__1__1.A__1.C,1.0,1,72.0,2,72.0,72.0,Low density,Protein structure,protein_lddt_max,70,100.0
7olj__1__1.A_1.B__1.E,1.0,1,99.0,434,95.90552995391705,95.90552995391705,High density,Protein structure,protein_lddt_max,70,100.0
7oll__1__1.A_2.A__2.B_2.C_2.D,1.0,1,100.0,58,87.03448275862068,87.03448275862068,Low density,Protein structure,protein_lddt_max,70,100.0
7olr__1__1.A_2.A__2.B_2.C_2.D,1.0,2,100.0,116,87.13793103448276,87.13793103448276,Low density,Protein structure,protein_lddt_max,70,100.0
7om1__1__1.A_1.B__1.E,1.0,1,100.0,429,96.23076923076923,96.23076923076923,High density,Protein structure,protein_lddt_max,70,100.0
7omd__1__1.A__1.C_1.D,0.0,1,96.0,52,77.73076923076923,77.73076923076923,Low density,Protein structure,protein_lddt_max,70,0.0
7ome__1__1.A__1.B,0.0,1,90.0,52,80.5576923076923,80.5576923076923,Low density,Protein structure,protein_lddt_max,70,0.0
7omo__1__1.A__1.C,0.0,1,96.0,52,79.17307692307692,79.17307692307692,Low density,Protein structure,protein_lddt_max,70,0.0
7omr__1__1.A__1.B,0.0,1,97.0,52,78.53846153846153,78.53846153846153,Low density,Protein structure,protein_lddt_max,70,0.0
7on9__1__1.A__1.E_1.F,1.0,1,90.0,94,89.48936170212765,89.48936170212765,Low density,Protein structure,protein_lddt_max,70,100.0
7opm__1__1.A__1.D,0.75,1,96.0,1065,77.09201877934272,77.09201877934272,High density,Protein structure,protein_lddt_max,70,75.0
7orq__1__1.A__1.B_1.C_1.D,1.0,1,100.0,1293,95.0355761794277,95.0355761794277,High density,Protein structure,protein_lddt_max,70,100.0
7osq__1__1.A__1.B_1.C,0.5,2,99.0,40,81.7,81.7,Low density,Protein structure,protein_lddt_max,70,50.0
7osx__1__1.A__1.C,0.75,1,100.0,113,86.48672566371681,86.48672566371681,Low density,Protein structure,protein_lddt_max,70,75.0
7oud__1__1.A__1.B_1.C,0.0,2,77.0,112,72.28571428571429,72.28571428571429,Low density,Protein structure,protein_lddt_max,70,0.0
7ouj__1__1.A__1.B_1.D,0.5,2,77.0,118,72.59322033898304,72.59322033898304,Low density,Protein structure,protein_lddt_max,70,50.0
7ovd__1__1.A__1.B,0.75,1,97.0,75,95.12,95.12,Low density,Protein structure,protein_lddt_max,70,75.0
7oy5__1__1.A__1.C,0.75,1,98.0,767,75.84093872229465,75.84093872229465,High density,Protein structure,protein_lddt_max,70,75.0
7oyf__1__1.A_1.B__1.C_1.D_1.E_1.F_1.S,1.0,1,95.0,4,82.25,82.25,Low density,Protein structure,protein_lddt_max,70,100.0
7oze__1__1.A__1.E_1.F,0.75,1,91.0,1,91.0,91.0,Low density,Protein structure,protein_lddt_max,70,75.0
7p1a__1__1.A__1.B_1.D,0.5,1,100.0,1288,90.80745341614907,90.80745341614907,High density,Protein structure,protein_lddt_max,70,50.0
7p1e__1__1.A__1.C_1.G,0.0,1,98.0,14,97.92857142857143,97.92857142857143,Low density,Protein structure,protein_lddt_max,70,0.0
7p1f__1__1.A__1.C,1.0,1,99.0,14,98.07142857142857,98.07142857142857,Low density,Protein structure,protein_lddt_max,70,100.0
7p1o__1__1.A__1.D,1.0,1,98.0,14,97.92857142857143,97.92857142857143,Low density,Protein structure,protein_lddt_max,70,100.0
7p1s__1__1.A__1.E,1.0,1,99.0,14,98.85714285714286,98.85714285714286,Low density,Protein structure,protein_lddt_max,70,100.0
7p1u__1__1.A__1.C_1.D,0.75,1,98.0,14,98.0,98.0,Low density,Protein structure,protein_lddt_max,70,75.0
7p3b__1__1.A__1.C_1.D_1.E,1.0,1,88.0,20,86.8,86.8,Low density,Protein structure,protein_lddt_max,70,100.0
7p3v__1__1.B__1.D,0.75,1,91.0,1303,73.49194167306216,73.49194167306216,High density,Protein structure,protein_lddt_max,70,75.0
7p4c__1__1.A__1.E_1.F,0.75,1,100.0,29,89.72413793103448,89.72413793103448,Low density,Protein structure,protein_lddt_max,70,75.0
7p4o__1__1.A__1.C_1.F,0.375,2,99.0,772,85.9559585492228,85.9559585492228,High density,Protein structure,protein_lddt_max,70,37.5
7p4v__1__1.A_3.A__1.B,0.25,1,94.0,214,87.76635514018692,87.76635514018692,Low density,Protein structure,protein_lddt_max,70,25.0
