query_system,mean_success,n_proper_ligands,best_similarity,density,mean_similarity_above_threshold,visualisation_similarity,density_group,similarity_metric,similarity_column,threshold,mean_success_percent
7ge9__1__1.A_2.A__1.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gec__1__1.A_2.A__2.E,1.0,1,100.0,843,96.932384341637,96.932384341637,High density,Protein sequence,protein_fident_max,50,100.0
7ged__1__1.A_2.A__1.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gee__1__1.A_2.A__2.E,0.5,1,100.0,843,96.932384341637,96.932384341637,High density,Protein sequence,protein_fident_max,50,50.0
7gef__1__1.A_2.A__1.D,1.0,1,100.0,843,96.932384341637,96.932384341637,High density,Protein sequence,protein_fident_max,50,100.0
7geg__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7geh__1__1.A_2.A__2.E,0.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,0.0
7gek__1__1.A_2.A__1.E,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gem__1__1.A_2.A__1.E_1.F,0.75,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,75.0
7gen__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7ges__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7geu__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,100.0
7gew__1__1.A_2.A__1.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gey__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gf0__1__1.A_2.A__1.E,0.75,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,75.0
7gf2__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gf3__1__1.A_2.A__1.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gf5__1__1.A_2.A__1.E,0.75,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,75.0
7gf6__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gfb__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gfh__1__1.A_2.A__1.E,1.0,1,100.0,843,96.94424673784104,96.94424673784104,High density,Protein sequence,protein_fident_max,50,100.0
7gfl__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gfr__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gfs__1__1.A_2.A__2.E,0.5,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,50.0
7gft__1__1.A_2.A__1.E,0.25,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,25.0
7gfx__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gfz__1__1.A_2.A__2.E_2.F,0.0,2,100.0,1664,97.30288461538461,97.30288461538461,High density,Protein sequence,protein_fident_max,50,0.0
7gg2__1__1.A_2.A__2.E,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gga__1__1.A_2.A__1.E_1.F,1.0,1,100.0,836,97.31937799043062,97.31937799043062,High density,Protein sequence,protein_fident_max,50,100.0
7ggd__1__1.A__1.E,0.0,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,0.0
7gge__1__1.A_2.A__2.E_2.F,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7ggh__1__1.A_2.A__2.E_2.F,1.0,1,100.0,836,97.32057416267942,97.32057416267942,High density,Protein sequence,protein_fident_max,50,100.0
7ggo__1__1.A_2.A__2.E_2.G,0.5,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,50.0
7ggq__1__1.A_2.A__2.E_2.F,1.0,1,100.0,836,97.32057416267942,97.32057416267942,High density,Protein sequence,protein_fident_max,50,100.0
7ggv__1__1.A_2.A__2.E_2.G,1.0,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,100.0
7ggw__1__1.A_2.A__1.E_1.F,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gh0__1__1.A_2.A__2.E_2.F,0.75,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,75.0
7gh1__1__1.A_2.A__2.E_2.F,0.0,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,0.0
7gh3__1__1.A_2.A__2.E,1.0,1,100.0,843,96.94306049822065,96.94306049822065,High density,Protein sequence,protein_fident_max,50,100.0
7gh5__1__1.A_2.A__1.B,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gh6__1__1.A_2.A__2.B,0.75,1,100.0,836,97.31818181818181,97.31818181818181,High density,Protein sequence,protein_fident_max,50,75.0
7gh7__1__1.A_2.A__1.B_1.F,1.0,1,100.0,843,96.93119810201661,96.93119810201661,High density,Protein sequence,protein_fident_max,50,100.0
7ghn__1__1.A_1.B__1.N,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gho__1__1.A_1.B__1.E_1.F,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7ghp__1__1.A_1.B__1.M_1.O,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7ghq__1__1.A_1.B__1.D_1.E,1.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,100.0
7ghr__1__1.A_1.B__1.M,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7ghs__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7ghx__1__1.A_1.B__1.O_1.Q,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7ghy__1__1.A_1.B__1.O_1.P_1.Q,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7gi4__1__1.A_1.B__1.J,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gi6__1__1.A_1.B__1.D,0.75,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,75.0
7gi7__1__1.A_1.B__1.L,1.0,1,100.0,843,96.95492289442467,96.95492289442467,High density,Protein sequence,protein_fident_max,50,100.0
7gi8__1__1.A_1.B__1.R_1.U_1.V,0.5,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,50.0
7gi9__1__1.A_1.B__1.F,1.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,100.0
7gia__1__1.A_1.B__1.F,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gib__1__1.A_1.B__1.E_1.F,1.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,100.0
7gid__1__1.A_1.B__1.E_1.F,1.0,1,100.0,843,96.95017793594306,96.95017793594306,High density,Protein sequence,protein_fident_max,50,100.0
7gih__1__1.A_1.B__1.L_1.P,1.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,100.0
7gij__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,75.0
7gim__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.33732057416267,97.33732057416267,High density,Protein sequence,protein_fident_max,50,75.0
7gin__1__1.A_1.B__1.F_1.G,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gio__1__1.A_1.B__1.L_1.O,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gip__1__1.A_1.B__1.N_1.O,0.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,0.0
7giq__1__1.A_1.B__1.F_1.G,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gir__1__1.A_1.B__1.F_1.I,1.0,1,100.0,836,97.33133971291866,97.33133971291866,High density,Protein sequence,protein_fident_max,50,100.0
7gis__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7git__1__1.A_1.B__1.E_1.F,0.5,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,50.0
7giu__1__1.A_1.B__1.K_1.L,1.0,1,100.0,836,97.33732057416267,97.33732057416267,High density,Protein sequence,protein_fident_max,50,100.0
7gix__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7giy__1__1.A_1.B__1.E_1.F,0.75,1,100.0,837,97.28195937873357,97.28195937873357,High density,Protein sequence,protein_fident_max,50,75.0
7gj0__1__1.A_1.B__1.M_1.N,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7gj2__1__1.A_1.B__1.E_1.F,0.25,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,25.0
7gj4__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.33492822966507,97.33492822966507,High density,Protein sequence,protein_fident_max,50,75.0
7gj6__1__1.A_1.B__1.E_1.F,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gj8__1__1.A_1.B__1.E_1.F,0.75,1,100.0,837,97.28195937873357,97.28195937873357,High density,Protein sequence,protein_fident_max,50,75.0
7gjc__1__1.A_1.B__1.E,1.0,1,100.0,836,97.34808612440192,97.34808612440192,High density,Protein sequence,protein_fident_max,50,100.0
7gjd__1__1.A_1.B__1.E_1.F,1.0,1,100.0,843,96.97390272835112,96.97390272835112,High density,Protein sequence,protein_fident_max,50,100.0
7gjf__1__1.A_1.B__1.E_1.F,0.5,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,50.0
7gjg__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.34808612440192,97.34808612440192,High density,Protein sequence,protein_fident_max,50,75.0
7gji__1__1.A_1.B__1.L,1.0,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,100.0
7gjk__1__1.A_1.B__1.E_1.F,1.0,1,100.0,836,97.35526315789474,97.35526315789474,High density,Protein sequence,protein_fident_max,50,100.0
7gjl__1__1.A_1.B__1.D_1.E,1.0,1,100.0,836,97.33732057416267,97.33732057416267,High density,Protein sequence,protein_fident_max,50,100.0
7gjp__1__1.A_1.B__1.E_1.F,1.0,1,100.0,836,97.34808612440192,97.34808612440192,High density,Protein sequence,protein_fident_max,50,100.0
7gjq__1__1.A_1.B__1.E_1.F,0.75,1,100.0,836,97.35287081339713,97.35287081339713,High density,Protein sequence,protein_fident_max,50,75.0
7gjv__1__1.A_1.B__1.J_1.K,0.75,1,100.0,836,97.3468899521531,97.3468899521531,High density,Protein sequence,protein_fident_max,50,75.0
7gjx__1__1.A_1.B__1.E_1.J,0.5,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,50.0
7gjy__1__1.A_1.B__1.H_1.I,0.0,1,100.0,836,97.33133971291866,97.33133971291866,High density,Protein sequence,protein_fident_max,50,0.0
7gjz__1__1.A_1.B__1.I_1.K,1.0,1,100.0,836,97.32894736842105,97.32894736842105,High density,Protein sequence,protein_fident_max,50,100.0
7gk0__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.32894736842105,97.32894736842105,High density,Protein sequence,protein_fident_max,50,100.0
7gk1__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,100.0
7gk2__1__1.A_1.B__1.E_1.J,0.5,1,100.0,836,97.35645933014354,97.35645933014354,High density,Protein sequence,protein_fident_max,50,50.0
7gk3__1__1.A_1.B__1.E_1.J,1.0,1,100.0,834,97.44484412470024,97.44484412470024,High density,Protein sequence,protein_fident_max,50,100.0
7gk6__1__1.A_1.B__1.E_1.J,1.0,1,100.0,834,97.44484412470024,97.44484412470024,High density,Protein sequence,protein_fident_max,50,100.0
7gk7__1__1.A_1.B__1.H,0.5,1,100.0,837,97.29868578255675,97.29868578255675,High density,Protein sequence,protein_fident_max,50,50.0
7gk8__1__1.A_1.B__1.H,1.0,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,100.0
7gk9__1__1.A_1.B__1.M_1.O,1.0,1,100.0,836,97.33014354066985,97.33014354066985,High density,Protein sequence,protein_fident_max,50,100.0
7gka__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,100.0
7gkc__1__1.A_1.B__1.E_1.J,0.5,1,100.0,836,97.35167464114832,97.35167464114832,High density,Protein sequence,protein_fident_max,50,50.0
7gke__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,100.0
7gkf__1__1.A_1.B__1.E_1.J,0.75,1,100.0,836,97.33253588516746,97.33253588516746,High density,Protein sequence,protein_fident_max,50,75.0
7gkg__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33732057416267,97.33732057416267,High density,Protein sequence,protein_fident_max,50,100.0
7gkh__1__1.A_1.B__1.J,0.75,1,100.0,836,97.33133971291866,97.33133971291866,High density,Protein sequence,protein_fident_max,50,75.0
7gki__1__1.A__1.I,1.0,1,100.0,836,97.3157894736842,97.3157894736842,High density,Protein sequence,protein_fident_max,50,100.0
7gkk__1__1.A_1.B__1.O,1.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,100.0
7gkm__1__1.A_1.B__1.I_1.J,1.0,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,100.0
7gkn__1__1.A_1.B__1.Q_1.S_1.T,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gko__1__1.A_1.B__1.I_1.J,0.5,1,100.0,836,97.32296650717703,97.32296650717703,High density,Protein sequence,protein_fident_max,50,50.0
7gkq__1__1.A_1.B__1.E_1.J,0.25,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,25.0
7gks__1__1.A_1.B__1.H,0.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,0.0
7gkt__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33373205741627,97.33373205741627,High density,Protein sequence,protein_fident_max,50,100.0
7gkw__1__1.A_1.B__1.E_1.J,0.75,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,75.0
7gkx__1__1.A_1.B__1.I,0.5,1,100.0,836,97.33732057416267,97.33732057416267,High density,Protein sequence,protein_fident_max,50,50.0
7gkz__1__1.A_1.B__1.E_1.J,0.75,1,100.0,836,97.35765550239235,97.35765550239235,High density,Protein sequence,protein_fident_max,50,75.0
7gl1__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.34928229665071,97.34928229665071,High density,Protein sequence,protein_fident_max,50,100.0
7gl2__1__1.A_1.B__1.H_1.I,0.5,1,100.0,843,96.97271648873073,96.97271648873073,High density,Protein sequence,protein_fident_max,50,50.0
7gl3__1__1.A_1.B__1.H,0.5,1,100.0,836,97.35765550239235,97.35765550239235,High density,Protein sequence,protein_fident_max,50,50.0
7gl6__1__1.A_1.B__1.E_1.J,1.0,1,100.0,843,96.97627520759194,96.97627520759194,High density,Protein sequence,protein_fident_max,50,100.0
7gl7__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,100.0
7gla__1__1.A_1.B__1.I,1.0,1,100.0,843,96.98457888493476,96.98457888493476,High density,Protein sequence,protein_fident_max,50,100.0
7glb__1__1.A_1.B__1.N,0.25,1,100.0,843,96.97390272835112,96.97390272835112,High density,Protein sequence,protein_fident_max,50,25.0
7gld__1__1.A_1.B__1.H,0.25,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,25.0
7glg__1__1.A_1.B__1.H,0.0,1,100.0,843,96.9655990510083,96.9655990510083,High density,Protein sequence,protein_fident_max,50,0.0
7gli__1__1.A_1.B__1.L,0.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,0.0
7gln__1__1.A_1.B__1.I,0.5,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,50.0
7glo__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,100.0
7glq__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,100.0
7glw__1__1.A_1.B__1.E_1.J_1.K,1.0,1,100.0,843,96.95848161328588,96.95848161328588,High density,Protein sequence,protein_fident_max,50,100.0
7gly__1__1.A_1.B__1.I,0.5,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,50.0
7gm0__1__1.A_1.B__1.N,0.25,1,100.0,843,96.97271648873073,96.97271648873073,High density,Protein sequence,protein_fident_max,50,25.0
7gm1__1__1.A_1.B__1.I,0.25,1,100.0,836,97.33373205741627,97.33373205741627,High density,Protein sequence,protein_fident_max,50,25.0
7gm3__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.3444976076555,97.3444976076555,High density,Protein sequence,protein_fident_max,50,100.0
7gm4__1__1.A_1.B__1.I,0.5,1,100.0,836,97.33373205741627,97.33373205741627,High density,Protein sequence,protein_fident_max,50,50.0
7gm5__1__1.A_1.B__1.I,0.25,1,100.0,843,96.97508896797153,96.97508896797153,High density,Protein sequence,protein_fident_max,50,25.0
7gm6__1__1.A_1.B__1.N,0.75,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,75.0
7gm8__1__1.A_1.B__1.I,0.5,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,50.0
7gm9__1__1.A_1.B__1.I,1.0,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,100.0
7gma__1__1.A_1.B__1.J,0.0,1,100.0,836,97.33612440191388,97.33612440191388,High density,Protein sequence,protein_fident_max,50,0.0
7gmb__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.35765550239235,97.35765550239235,High density,Protein sequence,protein_fident_max,50,100.0
7gmh__1__1.A_1.B__1.O,1.0,1,100.0,839,97.1668653158522,97.1668653158522,High density,Protein sequence,protein_fident_max,50,100.0
7gmi__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.34210526315789,97.34210526315789,High density,Protein sequence,protein_fident_max,50,100.0
7gmj__1__1.A_1.B__1.E_1.J_1.K,1.0,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,100.0
7gmk__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.34210526315789,97.34210526315789,High density,Protein sequence,protein_fident_max,50,100.0
7gml__1__1.A_1.B__1.E_1.J,1.0,1,100.0,843,96.97983392645314,96.97983392645314,High density,Protein sequence,protein_fident_max,50,100.0
7gmm__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,100.0
7gmo__1__1.A_1.B__1.E_1.J,0.5,1,100.0,843,96.97508896797153,96.97508896797153,High density,Protein sequence,protein_fident_max,50,50.0
7gmp__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.33492822966507,97.33492822966507,High density,Protein sequence,protein_fident_max,50,100.0
7gmq__1__1.A_1.B__1.D_1.I,1.0,1,100.0,836,97.3468899521531,97.3468899521531,High density,Protein sequence,protein_fident_max,50,100.0
7gms__1__1.A_1.B__1.I,0.25,1,100.0,836,97.3433014354067,97.3433014354067,High density,Protein sequence,protein_fident_max,50,25.0
7gmu__1__1.A_1.B__1.I,1.0,1,100.0,836,97.33373205741627,97.33373205741627,High density,Protein sequence,protein_fident_max,50,100.0
7gmw__1__1.A_1.B__1.E_1.J,0.5,1,100.0,836,97.33971291866028,97.33971291866028,High density,Protein sequence,protein_fident_max,50,50.0
7gmy__1__1.A_1.B__1.I,0.25,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,25.0
7gn0__1__1.A_1.B__1.I,0.75,1,100.0,836,97.33373205741627,97.33373205741627,High density,Protein sequence,protein_fident_max,50,75.0
7gn4__1__1.A_1.B__1.E_1.J,0.75,1,100.0,843,96.95017793594306,96.95017793594306,High density,Protein sequence,protein_fident_max,50,75.0
7gn5__1__1.A_1.B__1.I,0.25,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,25.0
7gn8__1__1.A_1.B__1.I_1.J,1.0,1,100.0,836,97.33851674641149,97.33851674641149,High density,Protein sequence,protein_fident_max,50,100.0
7gn9__1__1.A_1.B__1.O,0.5,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,50.0
7gnb__1__1.A_1.B__1.M_1.O,0.5,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,50.0
7gnc__1__1.A_1.B__1.E_1.J,1.0,1,100.0,843,96.95017793594306,96.95017793594306,High density,Protein sequence,protein_fident_max,50,100.0
7gnd__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gnf__1__1.A_1.B__1.P_1.R,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gng__1__1.A_1.B__1.Q,1.0,1,100.0,837,97.27240143369175,97.27240143369175,High density,Protein sequence,protein_fident_max,50,100.0
7gnh__1__1.A_1.B__1.M,0.25,1,100.0,837,97.2831541218638,97.2831541218638,High density,Protein sequence,protein_fident_max,50,25.0
7gnk__1__1.A_1.B__1.T,1.0,1,100.0,837,97.27956989247312,97.27956989247312,High density,Protein sequence,protein_fident_max,50,100.0
7gnl__1__1.A_1.B__1.N,0.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,0.0
7gnm__1__1.A_1.B__1.S,0.0,1,100.0,843,96.95373665480427,96.95373665480427,High density,Protein sequence,protein_fident_max,50,0.0
7gnn__1__1.A_1.B__1.I,0.5,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,50.0
7gno__1__1.A_1.B__1.P_1.S,0.0,1,100.0,843,96.95017793594306,96.95017793594306,High density,Protein sequence,protein_fident_max,50,0.0
7gnp__1__1.A_1.B__1.H_1.J,0.75,1,100.0,836,97.32057416267942,97.32057416267942,High density,Protein sequence,protein_fident_max,50,75.0
7gnq__1__1.A_1.B__1.G_1.I_1.L,0.5,1,100.0,843,96.95966785290629,96.95966785290629,High density,Protein sequence,protein_fident_max,50,50.0
7gnr__1__1.A_1.B__1.E_1.J,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gns__1__1.A_1.B__1.H_1.J,1.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,100.0
7gnt__1__1.A_1.B__1.N_1.O,1.0,1,100.0,837,97.27837514934289,97.27837514934289,High density,Protein sequence,protein_fident_max,50,100.0
7gnu__1__1.A_1.B__1.O_1.Q,0.75,1,100.0,837,97.27956989247312,97.27956989247312,High density,Protein sequence,protein_fident_max,50,75.0
7grr__1__1.A__1.D,0.0,1,100.0,836,97.33492822966507,97.33492822966507,High density,Protein sequence,protein_fident_max,50,0.0
7grs__1__1.B__1.Q,0.0,1,100.0,836,97.32057416267942,97.32057416267942,High density,Protein sequence,protein_fident_max,50,0.0
7grt__1__1.A__1.C_1.E_1.I,0.0,1,100.0,843,96.96085409252669,96.96085409252669,High density,Protein sequence,protein_fident_max,50,0.0
7grw__1__1.B__1.M_1.N,0.0,1,100.0,836,97.3122009569378,97.3122009569378,High density,Protein sequence,protein_fident_max,50,0.0
7gs0__1__1.A_1.B__1.D,0.0,1,100.0,836,97.32177033492823,97.32177033492823,High density,Protein sequence,protein_fident_max,50,0.0
7h1j__1__1.B__1.E,0.0,1,100.0,42,83.14285714285714,83.14285714285714,Low density,Protein sequence,protein_fident_max,50,0.0
7jhq__1__2.D__2.Q,0.25,1,100.0,277,99.44404332129965,99.44404332129965,High density,Protein sequence,protein_fident_max,50,25.0
7jni__1__1.A__1.C,0.0,1,99.0,587,78.7052810902896,78.7052810902896,High density,Protein sequence,protein_fident_max,50,0.0
7jyd__1__1.A__1.C,0.25,1,100.0,19,94.47368421052632,94.47368421052632,Low density,Protein sequence,protein_fident_max,50,25.0
7k4g__1__1.B__1.J_1.K_1.L,1.0,1,100.0,311,92.38585209003216,92.38585209003216,High density,Protein sequence,protein_fident_max,50,100.0
7k4i__1__1.B__1.J_1.K_1.L,1.0,1,100.0,311,92.47588424437299,92.47588424437299,High density,Protein sequence,protein_fident_max,50,100.0
7k4j__1__1.E__1.S_1.T_1.U,1.0,1,100.0,311,92.47588424437299,92.47588424437299,High density,Protein sequence,protein_fident_max,50,100.0
7k5v__1__1.A__1.C,0.0,1,100.0,277,99.26353790613719,99.26353790613719,High density,Protein sequence,protein_fident_max,50,0.0
7kbj__1__1.B_1.C__1.L_1.M_1.O,0.0,1,100.0,37,96.83783783783784,96.83783783783784,Low density,Protein sequence,protein_fident_max,50,0.0
7kbr__1__1.B_1.C__1.EA_1.IA_1.N,0.25,1,100.0,37,96.83783783783784,96.83783783783784,Low density,Protein sequence,protein_fident_max,50,25.0
7kh4__1__1.A_1.F__1.G_1.W,1.0,1,100.0,12,99.5,99.5,Low density,Protein sequence,protein_fident_max,50,100.0
7kkh__1__1.A_1.B__1.D,0.75,1,93.0,1305,68.00919540229886,68.00919540229886,High density,Protein sequence,protein_fident_max,50,75.0
